,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Region,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
2134,711142308,Existing Customer,37,M,0,High School,Divorced,$40K - $60K,Blue,England,36,3,1,5,3091.0,0,3091.0,2572.0,65,0.0
2135,824789283,Existing Customer,36,M,2,High School,Single,$40K - $60K,Blue,England,32,3,5,2,2683.0,1533,1150.0,2373.0,73,0.571
2136,715187733,Existing Customer,26,F,1,Unknown,Single,Unknown,Blue,England,36,3,4,3,5464.0,0,5464.0,2473.0,46,0.0
2137,721014858,Existing Customer,61,F,0,Graduate,Married,Less than $40K,Blue,England,53,4,1,2,2942.0,2022,920.0,1479.0,28,0.687
2138,710363433,Existing Customer,26,M,0,High School,Single,Less than $40K,Blue,England,36,6,3,3,2735.0,1348,1387.0,2441.0,58,0.493
2139,715479483,Existing Customer,35,M,2,College,Married,$80K - $120K,Blue,England,36,5,2,4,15279.0,1496,13783.0,2079.0,57,0.098
2140,708243483,Existing Customer,53,M,3,College,Married,$120K +,Blue,Scotland,43,4,2,5,14938.0,1155,13783.0,2248.0,51,0.077
2141,714770808,Existing Customer,59,M,2,High School,Married,Less than $40K,Blue,Scotland,42,3,3,5,4328.0,670,3658.0,1580.0,54,0.155
2142,720626058,Existing Customer,37,M,1,Graduate,Single,$80K - $120K,Blue,Scotland,24,4,4,4,23720.799999999996,934,21964.6,1768.0,52,0.027
2143,709185108,Existing Customer,38,M,3,High School,Married,$60K - $80K,Blue,Scotland,26,5,4,2,5824.0,1542,4282.0,1801.0,44,0.265
2144,719596908,Existing Customer,56,F,5,Doctorate,Married,Unknown,Blue,Scotland,48,4,2,2,11281.0,2118,9163.0,1255.0,30,0.188
2145,719273733,Existing Customer,37,M,2,Uneducated,Married,$60K - $80K,Blue,Scotland,36,5,3,5,7959.0,998,6961.0,1855.0,29,0.125
2146,717348258,Existing Customer,33,M,1,Graduate,Married,$120K +,Blue,Scotland,21,4,1,3,4459.0,1899,2560.0,2502.0,48,0.426
2147,770882508,Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,Scotland,24,4,1,5,17162.0,773,16389.0,2457.0,54,0.045
2148,799026633,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,Scotland,50,4,3,5,16254.0,1518,14736.0,2502.0,55,0.093
2149,718777008,Existing Customer,59,M,0,High School,Married,$80K - $120K,Blue,Wales,47,5,1,2,3278.0,1306,1972.0,1374.0,32,0.398
2150,713352183,Existing Customer,30,M,1,Post-Graduate,Married,Less than $40K,Blue,Northern Ireland,36,5,1,2,7173.0,1227,5946.0,1793.0,33,0.171
2151,716128083,Existing Customer,56,M,2,High School,Married,$40K - $60K,Blue,Northern Ireland,36,5,2,3,3295.0,2002,1293.0,1191.0,34,0.608
2152,721288158,Existing Customer,33,M,2,Unknown,Single,$120K +,Blue,Northern Ireland,36,4,2,2,23720.799999999996,2300,21964.6,2529.0,71,0.092
2153,757881258,Existing Customer,31,M,0,Graduate,Divorced,$60K - $80K,Blue,England,24,6,2,2,4232.0,2092,2140.0,2565.0,69,0.494
2154,715843533,Existing Customer,26,M,1,College,Single,$40K - $60K,Blue,England,36,3,4,3,2703.0,1256,1447.0,2111.0,29,0.465
2155,717234183,Existing Customer,29,M,1,Graduate,Married,Less than $40K,Blue,England,18,4,1,4,2710.0,629,2081.0,1718.0,37,0.232
2156,717260058,Existing Customer,53,F,2,Uneducated,Married,Less than $40K,Blue,England,42,6,1,5,2322.0,1284,1038.0,1573.0,27,0.553
2157,709710783,Existing Customer,35,F,0,High School,Single,Less than $40K,Blue,Scotland,36,4,3,4,5931.0,0,5931.0,2730.0,71,0.0
2158,787284858,Existing Customer,35,M,2,Uneducated,Unknown,$120K +,Blue,Scotland,29,5,1,2,3300.0,1731,1569.0,1745.0,27,0.525
2159,815845758,Existing Customer,56,F,4,High School,Married,Less than $40K,Blue,Scotland,51,4,2,3,1438.3,0,1438.3,1354.0,24,0.0
2160,720639783,Existing Customer,35,F,1,Uneducated,Single,Unknown,Silver,Scotland,27,4,3,2,23720.799999999996,0,21964.6,2562.0,62,0.0
2161,713331408,Existing Customer,35,M,3,Uneducated,Married,$40K - $60K,Blue,Wales,36,6,2,5,8682.0,1647,7035.0,1792.0,36,0.19
2162,778693458,Attrited Customer,32,M,1,High School,Divorced,$60K - $80K,Blue,Wales,36,3,3,3,12616.0,0,12616.0,1376.0,29,0.0
2163,788610258,Existing Customer,49,M,4,College,Unknown,Less than $40K,Blue,Wales,43,5,2,4,9652.0,2517,7135.0,3762.0,73,0.261
2164,711173883,Existing Customer,36,M,4,Graduate,Divorced,$120K +,Blue,Northern Ireland,29,3,2,2,1651.0,770,881.0,2516.0,54,0.466
2165,717628608,Existing Customer,37,M,3,Unknown,Married,$60K - $80K,Blue,Northern Ireland,29,5,1,5,2576.0,1640,936.0,2568.0,34,0.637
2166,789261558,Existing Customer,58,M,1,High School,Married,$60K - $80K,Blue,England,47,3,1,4,2212.0,1392,820.0,1387.0,34,0.629
2167,770647233,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,England,21,5,6,3,2157.0,1188,969.0,2111.0,59,0.551
2168,712826208,Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,England,26,5,1,2,2575.0,1424,1151.0,1487.0,33,0.553
2169,718181433,Existing Customer,88,F,0,Uneducated,Single,Less than $40K,Blue,England,36,6,1,2,8705.0,1453,7252.0,2688.0,88,0.167
2170,714460683,Existing Customer,65,M,0,High School,Married,Less than $40K,Blue,England,36,3,3,5,3838.0,1736,2102.0,1467.0,29,0.452
2171,716460933,Existing Customer,51,M,2,Unknown,Married,$120K +,Blue,England,42,4,1,4,10306.0,1427,8879.0,1456.0,44,0.138
2172,710787708,Existing Customer,56,F,1,Uneducated,Married,$40K - $60K,Blue,England,40,4,2,5,5366.0,1271,4095.0,1748.0,38,0.237
2173,713800158,Existing Customer,58,M,0,High School,Married,$80K - $120K,Blue,England,36,6,3,2,2994.0,2351,643.0,1540.0,32,0.785
2174,712551258,Attrited Customer,39,M,1,Uneducated,Married,Less than $40K,Blue,England,36,3,3,3,4247.0,0,4247.0,847.0,17,0.0
2175,715379133,Existing Customer,51,F,1,College,Single,Less than $40K,Blue,Scotland,36,4,4,2,1737.0,1145,592.0,1954.0,42,0.659
2176,712091433,Existing Customer,58,M,4,Uneducated,Single,$40K - $60K,Silver,Scotland,50,5,2,3,18431.0,902,17529.0,2950.0,61,0.049
2177,771756333,Existing Customer,34,F,3,Graduate,Married,Less than $40K,Blue,Wales,23,5,3,3,2263.0,1794,469.0,2154.0,37,0.793
2178,779895108,Existing Customer,39,M,3,Unknown,Single,$80K - $120K,Blue,Wales,23,6,1,4,2718.0,2156,562.0,1711.0,36,0.793
2179,771976683,Existing Customer,54,F,1,College,Married,Unknown,Blue,Northern Ireland,43,3,3,2,5839.0,2130,3709.0,1640.0,44,0.365
2180,716800908,Existing Customer,26,F,2,High School,Single,Unknown,Blue,England,36,5,0,3,5137.0,0,5137.0,2496.0,49,0.0
2181,789413958,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,England,43,4,2,3,11909.0,1018,10891.0,1938.0,53,0.085
2182,711574008,Existing Customer,32,M,3,College,Single,$80K - $120K,Blue,England,21,4,3,5,21390.0,0,21390.0,2477.0,59,0.0
2183,714138408,Existing Customer,49,M,3,High School,Married,$60K - $80K,Blue,England,39,4,1,4,9264.0,629,8635.0,4107.0,79,0.068
2184,709334658,Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Blue,England,26,4,2,5,5484.0,2517,2967.0,2025.0,51,0.459
2185,709564683,Attrited Customer,32,M,2,Graduate,Married,$40K - $60K,Blue,Scotland,22,3,3,5,4739.0,0,4739.0,886.0,21,0.0
2186,772292358,Attrited Customer,30,M,1,College,Divorced,Less than $40K,Blue,Scotland,19,4,3,3,7970.0,0,7970.0,1284.0,30,0.0
2187,712933083,Existing Customer,37,M,1,Uneducated,Single,$80K - $120K,Blue,Wales,36,6,1,2,3127.0,2378,749.0,2292.0,49,0.76
2188,710497608,Existing Customer,38,M,2,Uneducated,Single,$40K - $60K,Blue,Wales,36,5,1,2,7756.0,1670,6086.0,1858.0,51,0.215
2189,721443408,Existing Customer,46,M,2,Uneducated,Single,$120K +,Blue,England,33,6,2,3,23720.799999999996,676,21964.6,3508.0,58,0.02
2190,709149408,Existing Customer,36,M,2,Uneducated,Married,$60K - $80K,Blue,England,36,5,3,4,5605.0,1322,4283.0,2338.0,41,0.236
2191,708446808,Existing Customer,33,M,1,Post-Graduate,Married,$80K - $120K,Blue,England,36,4,3,2,2946.0,1359,1587.0,2017.0,48,0.461
2192,824192658,Existing Customer,58,F,3,Post-Graduate,Single,Less than $40K,Blue,England,36,4,2,3,8886.0,0,8886.0,4148.0,79,0.0
2193,711625683,Existing Customer,46,M,4,Doctorate,Married,$120K +,Blue,England,36,3,2,5,3104.0,862,2242.0,2781.0,74,0.278
2194,717487983,Existing Customer,39,M,5,Unknown,Married,$80K - $120K,Blue,England,36,4,3,3,19435.0,2120,17315.0,2062.0,55,0.109
2195,717301908,Existing Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,England,46,3,3,3,3312.0,1624,1688.0,1973.0,55,0.49
2196,718435158,Existing Customer,50,M,3,High School,Married,$120K +,Blue,England,40,5,1,4,23720.799999999996,0,21964.6,1930.0,36,0.0
2197,714797733,Existing Customer,41,F,3,College,Single,$60K - $80K,Blue,England,33,6,1,4,5246.0,0,5246.0,3189.0,56,0.0
2198,719213133,Existing Customer,53,M,1,Graduate,Unknown,$60K - $80K,Blue,England,41,4,1,2,2432.0,1554,878.0,3670.0,60,0.639
2199,798962058,Existing Customer,36,F,5,Graduate,Married,Less than $40K,Blue,England,30,3,3,3,3103.0,2399,704.0,1836.0,48,0.773
2200,718970058,Existing Customer,38,M,3,Unknown,Married,$120K +,Blue,England,33,5,3,4,23720.799999999996,1168,21964.6,1519.0,43,0.038
2201,713021208,Attrited Customer,55,F,2,College,Single,Unknown,Silver,Scotland,36,2,3,3,23720.799999999996,0,21964.6,1353.0,40,0.0
2202,810856833,Existing Customer,45,M,4,College,Unknown,$120K +,Blue,Scotland,40,3,2,2,11962.0,1025,10937.0,1907.0,52,0.086
2203,787868958,Existing Customer,36,M,2,High School,Single,$80K - $120K,Blue,Scotland,27,5,3,3,14690.0,979,13711.0,2746.0,68,0.067
2204,708161133,Existing Customer,45,M,1,Graduate,Single,$40K - $60K,Blue,Scotland,32,5,1,2,6629.0,1389,5240.0,3891.0,69,0.21
2205,708174708,Existing Customer,38,M,4,Graduate,Married,$40K - $60K,Blue,Scotland,27,6,2,4,5535.0,1276,4259.0,1764.0,38,0.231
2206,708735183,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,Scotland,22,4,3,3,2544.0,1848,696.0,2289.0,49,0.726
2207,708445608,Existing Customer,48,M,3,College,Married,Less than $40K,Blue,Scotland,37,4,3,3,3305.0,2517,788.0,2027.0,57,0.762
2208,778943883,Existing Customer,51,M,2,Uneducated,Single,$120K +,Blue,Wales,36,5,2,4,23720.799999999996,888,21964.6,1959.0,42,0.026
2209,788810658,Existing Customer,37,F,1,College,Single,Unknown,Blue,Wales,20,3,2,5,9466.0,0,9466.0,2503.0,70,0.0
2210,789050883,Existing Customer,33,F,2,Doctorate,Single,Unknown,Blue,Northern Ireland,21,4,3,4,5297.0,0,5297.0,2655.0,62,0.0
2211,714531108,Existing Customer,31,M,1,College,Married,$80K - $120K,Blue,Northern Ireland,36,4,3,3,4260.0,1775,2485.0,2109.0,52,0.417
2212,711635358,Existing Customer,40,F,4,College,Single,Less than $40K,Blue,Northern Ireland,26,6,1,2,7291.0,2517,4774.0,2198.0,56,0.345
2213,803648508,Existing Customer,43,M,4,High School,Unknown,$80K - $120K,Blue,England,37,4,2,3,13882.0,758,13124.0,1646.0,42,0.055
2214,813200058,Existing Customer,63,M,0,Graduate,Married,$40K - $60K,Blue,England,36,4,2,5,6500.0,1786,4714.0,1497.0,27,0.275
2215,805261983,Existing Customer,35,F,4,Unknown,Married,Less than $40K,Blue,England,30,6,3,4,1626.0,979,647.0,2847.0,61,0.602
2216,715206408,Existing Customer,31,F,1,High School,Single,Less than $40K,Blue,England,22,5,1,5,6662.0,0,6662.0,3264.0,83,0.0
2217,788684508,Existing Customer,36,M,4,Uneducated,Married,$80K - $120K,Blue,England,25,4,3,3,5846.0,1732,4114.0,2056.0,41,0.296
2218,737933883,Existing Customer,34,M,1,High School,Married,$60K - $80K,Blue,England,27,3,1,2,8063.0,2149,5914.0,2042.0,49,0.267
2219,768655158,Existing Customer,29,M,0,Unknown,Married,$60K - $80K,Blue,England,23,3,3,2,6224.0,1092,5132.0,2222.0,39,0.175
2220,774437583,Existing Customer,55,M,1,Doctorate,Married,$60K - $80K,Blue,England,49,6,2,4,4597.0,2442,2155.0,1504.0,38,0.531
2221,713104458,Attrited Customer,46,M,2,Graduate,Single,$40K - $60K,Blue,England,31,3,3,5,7869.0,0,7869.0,998.0,25,0.0
2222,715462008,Existing Customer,45,M,2,College,Married,$60K - $80K,Blue,England,35,6,3,2,17884.0,2096,15788.0,2031.0,49,0.117
2223,715366083,Attrited Customer,52,F,0,Doctorate,Single,Less than $40K,Blue,England,36,2,2,3,1438.3,978,460.3,947.0,33,0.68
2224,712322058,Existing Customer,40,F,3,High School,Married,Less than $40K,Blue,England,32,5,1,3,2046.0,1694,352.0,3432.0,49,0.828
2225,719737833,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,England,36,4,2,2,6370.0,0,6370.0,1783.0,40,0.0
2226,789530208,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,England,46,6,2,2,2737.0,2517,220.0,1619.0,37,0.92
2227,717885183,Existing Customer,36,M,1,Graduate,Single,Less than $40K,Blue,England,25,6,1,2,2622.0,2489,133.0,2717.0,79,0.949
2228,716244033,Attrited Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,England,33,2,3,3,7266.0,906,6360.0,1741.0,27,0.125
2229,711614658,Existing Customer,37,F,2,Uneducated,Single,Less than $40K,Blue,England,30,6,3,3,2258.0,1338,920.0,2511.0,55,0.593
2230,804598908,Existing Customer,35,M,3,Graduate,Single,$80K - $120K,Blue,England,25,3,2,3,6510.0,2055,4455.0,2238.0,49,0.316
2231,719161683,Existing Customer,64,F,0,Unknown,Married,Unknown,Blue,England,36,4,1,4,2508.0,1580,928.0,1607.0,44,0.63
2232,719327808,Existing Customer,52,F,2,Uneducated,Married,Unknown,Blue,England,36,5,1,2,4006.0,2517,1489.0,1157.0,34,0.628
2233,714038433,Existing Customer,37,F,5,High School,Single,$40K - $60K,Blue,England,19,4,1,2,3252.0,1987,1265.0,2953.0,72,0.611
2234,710129283,Existing Customer,45,F,4,Uneducated,Married,Unknown,Blue,England,26,4,3,1,16317.0,0,16317.0,2944.0,71,0.0
2235,709367433,Existing Customer,28,M,1,Unknown,Single,$40K - $60K,Blue,England,36,3,3,1,2109.0,1542,567.0,2261.0,56,0.731
2236,719729433,Existing Customer,65,F,1,Graduate,Married,Less than $40K,Blue,England,36,4,2,0,7023.0,1726,5297.0,2535.0,51,0.246
2237,717192933,Existing Customer,55,M,0,Graduate,Married,$120K +,Blue,England,42,3,2,1,8302.0,2517,5785.0,1576.0,34,0.303
2238,711734508,Existing Customer,55,M,2,Graduate,Married,$80K - $120K,Blue,England,47,3,3,3,9959.0,1209,8750.0,1584.0,28,0.121
2239,715153158,Existing Customer,41,M,4,Uneducated,Single,$40K - $60K,Blue,England,36,4,3,4,3636.0,1884,1752.0,4254.0,79,0.518
2240,712149033,Existing Customer,57,F,2,High School,Married,Less than $40K,Blue,England,46,5,1,1,5184.0,1856,3328.0,1834.0,55,0.358
2241,713901108,Existing Customer,37,M,2,High School,Single,$60K - $80K,Blue,England,29,6,1,4,14575.0,0,14575.0,3444.0,80,0.0
2242,719415858,Existing Customer,29,M,0,College,Divorced,Unknown,Blue,England,36,6,3,2,3107.0,1720,1387.0,2460.0,71,0.554
2243,719385558,Existing Customer,62,F,0,College,Married,$40K - $60K,Blue,England,49,6,1,2,1438.3,0,1438.3,1281.0,32,0.0
2244,779528658,Existing Customer,42,M,4,College,Unknown,$60K - $80K,Blue,England,25,4,3,3,3092.0,1115,1977.0,2133.0,41,0.361
2245,721508283,Existing Customer,47,F,1,Graduate,Married,Less than $40K,Blue,Scotland,36,4,2,1,8322.0,0,8322.0,3700.0,62,0.0
2246,757753083,Existing Customer,44,F,0,Graduate,Married,Less than $40K,Silver,Scotland,36,5,3,2,10110.0,1229,8881.0,4063.0,74,0.122
2247,797753283,Existing Customer,34,F,1,High School,Married,Less than $40K,Blue,Scotland,28,4,3,4,2707.0,2036,671.0,1926.0,33,0.752
2248,807523008,Existing Customer,37,M,1,Graduate,Single,Unknown,Blue,Scotland,32,4,1,3,4397.0,2007,2390.0,2473.0,47,0.456
2249,711416958,Existing Customer,33,F,2,Graduate,Single,Unknown,Blue,Scotland,21,3,3,2,5795.0,0,5795.0,2322.0,65,0.0
2250,780865308,Existing Customer,40,M,4,Uneducated,Married,$80K - $120K,Blue,Scotland,23,6,3,2,9760.0,1657,8103.0,4542.0,86,0.17
2251,708423933,Existing Customer,51,M,2,Doctorate,Single,$40K - $60K,Blue,Scotland,40,3,2,0,4557.0,0,6103.0,3203.0,64,0.0
2252,714321408,Existing Customer,65,M,1,High School,Married,$40K - $60K,Blue,Scotland,36,6,2,2,2246.0,1326,920.0,1429.0,32,0.59
2253,771852483,Existing Customer,46,M,3,Graduate,Single,$80K - $120K,Blue,Scotland,35,6,3,4,4930.0,0,4930.0,3343.0,77,0.0
2254,708185208,Existing Customer,27,M,0,Graduate,Single,$40K - $60K,Blue,Scotland,36,4,1,2,3178.0,1118,2060.0,2010.0,31,0.352
2255,714920208,Existing Customer,37,F,1,High School,Unknown,Less than $40K,Blue,Scotland,30,3,5,0,3003.0,1810,1193.0,3148.0,68,0.603
2256,789952158,Existing Customer,34,F,1,Doctorate,Married,Unknown,Blue,Scotland,25,4,3,3,2318.0,2069,249.0,2689.0,57,0.893
2257,713237958,Existing Customer,34,M,0,Graduate,Married,$40K - $60K,Blue,Scotland,36,4,1,4,2638.0,2092,546.0,1868.0,43,0.793
2258,715956258,Existing Customer,35,F,1,Uneducated,Married,Less than $40K,Blue,Scotland,36,3,2,4,2004.0,0,2004.0,1974.0,60,0.0
2259,769196433,Existing Customer,55,F,2,Post-Graduate,Married,Less than $40K,Blue,Scotland,49,4,1,1,2414.0,2276,138.0,2000.0,62,0.943
2260,778942233,Existing Customer,60,F,0,Doctorate,Married,Less than $40K,Blue,Scotland,45,5,2,4,1438.3,648,790.3,1267.0,27,0.451
2261,708651933,Existing Customer,56,M,2,Graduate,Married,$60K - $80K,Blue,Scotland,44,3,1,2,2043.0,1928,115.0,2311.0,57,0.944
2262,720467583,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,Scotland,46,3,3,2,23720.799999999996,2517,21964.6,3072.0,67,0.073
2263,716549058,Existing Customer,45,F,4,Uneducated,Married,$40K - $60K,Blue,Scotland,36,3,1,3,3111.0,2290,821.0,1998.0,41,0.736
2264,713533983,Existing Customer,56,M,1,Graduate,Married,$120K +,Blue,Wales,48,6,3,4,2585.0,1207,1378.0,1590.0,33,0.467
2265,787463508,Attrited Customer,26,M,0,Graduate,Single,Less than $40K,Blue,Wales,36,5,2,4,2469.0,2410,59.0,1027.0,20,0.976
2266,710256708,Existing Customer,30,M,1,Unknown,Single,Less than $40K,Blue,Wales,19,5,2,0,8744.0,1712,7032.0,2579.0,68,0.196
2267,708980283,Existing Customer,34,M,3,High School,Married,$80K - $120K,Blue,Wales,23,5,1,4,4185.0,2517,1668.0,2179.0,55,0.601
2268,719484408,Existing Customer,39,M,3,Uneducated,Married,$60K - $80K,Blue,Wales,36,6,2,4,4759.0,1459,3300.0,2903.0,57,0.307
2269,710023233,Existing Customer,36,M,3,Graduate,Single,$120K +,Blue,Wales,36,6,2,4,23720.799999999996,1300,21964.6,2739.0,65,0.053
2270,789101883,Existing Customer,32,M,3,Unknown,Single,$120K +,Blue,Wales,20,6,2,2,14244.0,1673,12571.0,2729.0,66,0.117
2271,778381608,Attrited Customer,48,M,4,Doctorate,Single,$80K - $120K,Blue,Wales,28,3,3,4,6572.0,417,6155.0,1766.0,46,0.063
2272,787492908,Existing Customer,23,F,2,Uneducated,Married,Unknown,Blue,Wales,34,5,3,2,23381.0,905,21964.6,4357.0,73,0.039
2273,709932558,Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Blue,Wales,26,5,3,2,3471.0,2517,954.0,1771.0,34,0.725
2274,780219483,Existing Customer,61,F,0,Graduate,Married,Less than $40K,Blue,Wales,51,4,2,1,2250.0,1041,1209.0,1339.0,28,0.463
2275,708590658,Existing Customer,65,F,1,Unknown,Married,Unknown,Blue,Northern Ireland,53,5,3,2,15965.0,2312,13653.0,1619.0,40,0.145
2276,715143333,Existing Customer,45,F,1,High School,Divorced,Less than $40K,Blue,Northern Ireland,36,6,2,2,9433.0,1578,7855.0,3910.0,81,0.167
2277,801048483,Existing Customer,34,M,3,Uneducated,Divorced,$120K +,Blue,Northern Ireland,28,4,3,3,9180.0,1814,7366.0,2646.0,49,0.198
2278,711913833,Existing Customer,37,M,3,Graduate,Married,$40K - $60K,Blue,Northern Ireland,36,4,2,4,8818.0,1437,7381.0,1865.0,31,0.163
2279,715413483,Existing Customer,44,F,3,Graduate,Single,Less than $40K,Blue,Northern Ireland,36,5,1,3,4066.0,1028,3038.0,3888.0,77,0.253
2280,715750758,Existing Customer,56,M,1,Uneducated,Married,$80K - $120K,Blue,England,36,6,1,1,9031.0,1535,7496.0,1602.0,35,0.17
2281,714062958,Existing Customer,36,M,4,Unknown,Single,$40K - $60K,Blue,England,36,6,1,2,9887.0,994,8893.0,2552.0,64,0.101
2282,710458758,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,England,53,5,3,5,4161.0,2491,1670.0,1203.0,30,0.599
2283,719494983,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,England,36,6,3,3,2740.0,2069,671.0,1997.0,44,0.755
2284,710586483,Attrited Customer,26,F,0,High School,Single,Unknown,Blue,England,36,1,2,4,6152.0,0,6152.0,968.0,23,0.0
2285,772637058,Existing Customer,34,M,3,Uneducated,Married,$60K - $80K,Blue,England,24,3,1,4,8167.0,1740,6427.0,2141.0,51,0.213
2286,718229133,Existing Customer,51,M,2,College,Married,$120K +,Blue,England,41,6,2,4,23720.799999999996,0,21964.6,3783.0,57,0.0
2287,718423533,Existing Customer,57,M,3,College,Unknown,$60K - $80K,Blue,England,50,6,3,4,16791.0,1181,15610.0,2983.0,74,0.07
2288,781089708,Existing Customer,30,M,0,Graduate,Divorced,$80K - $120K,Blue,Scotland,23,6,1,2,23720.799999999996,1285,21964.6,2495.0,46,0.048
2289,773082033,Existing Customer,35,M,1,Post-Graduate,Married,$80K - $120K,Blue,Scotland,27,3,3,4,23720.799999999996,1363,21964.6,2317.0,38,0.053
2290,815288583,Existing Customer,32,M,0,Graduate,Married,$40K - $60K,Blue,Scotland,27,3,3,2,4815.0,1591,3224.0,2501.0,36,0.33
2291,720431433,Existing Customer,62,M,1,Graduate,Married,Unknown,Blue,Scotland,36,5,2,2,3198.0,2308,890.0,1402.0,35,0.722
2292,709164408,Attrited Customer,32,M,1,Uneducated,Married,Less than $40K,Blue,Scotland,23,1,3,3,2218.0,1696,522.0,730.0,20,0.765
2293,710567508,Existing Customer,45,M,3,High School,Married,$80K - $120K,Blue,Scotland,44,4,2,3,23462.0,2202,21260.0,1387.0,33,0.094
2294,719427333,Existing Customer,55,M,3,College,Married,$60K - $80K,Blue,Scotland,36,5,4,4,4557.0,1737,515.0,1291.0,27,0.771
2295,714765408,Existing Customer,26,F,1,Unknown,Single,Less than $40K,Blue,Scotland,36,4,3,3,2557.0,1990,567.0,2266.0,57,0.778
2296,709785783,Attrited Customer,35,F,0,Graduate,Single,Less than $40K,Blue,Wales,25,5,3,4,2300.0,0,2300.0,1485.0,34,0.0
2297,809290308,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,Wales,26,3,1,1,3540.0,1173,2367.0,1912.0,45,0.331
2298,779598183,Existing Customer,53,M,3,Unknown,Single,$60K - $80K,Blue,Northern Ireland,42,6,1,2,22938.0,1700,21238.0,3428.0,54,0.074
2299,779783508,Existing Customer,45,M,2,Graduate,Married,$40K - $60K,Blue,England,34,5,1,3,13129.0,901,12228.0,2564.0,56,0.069
2300,719568333,Existing Customer,39,M,3,Unknown,Single,$80K - $120K,Silver,England,36,5,3,2,23720.799999999996,1900,21964.6,1668.0,36,0.055
2301,719207733,Existing Customer,61,F,0,High School,Married,Less than $40K,Blue,England,53,5,2,0,3396.0,802,2594.0,1418.0,36,0.236
2302,715533108,Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,England,20,4,3,4,4712.0,955,3757.0,2568.0,62,0.203
2303,714816258,Existing Customer,37,M,2,Graduate,Single,$60K - $80K,Blue,England,36,4,2,2,7638.0,947,6691.0,2336.0,58,0.124
2304,787573683,Existing Customer,41,M,3,Post-Graduate,Married,$60K - $80K,Blue,England,34,4,2,2,2624.0,1319,1305.0,4189.0,74,0.503
2305,804310758,Existing Customer,58,M,3,Graduate,Married,$120K +,Blue,England,52,5,2,5,17934.0,1578,16356.0,2005.0,48,0.088
2306,792912708,Existing Customer,45,M,5,Graduate,Married,$40K - $60K,Silver,England,39,3,1,5,15198.0,2098,13100.0,3183.0,64,0.138
2307,719078283,Existing Customer,57,F,4,High School,Married,Less than $40K,Blue,Scotland,47,5,3,4,3191.0,2517,674.0,1501.0,35,0.789
2308,708620283,Existing Customer,35,M,1,Unknown,Single,$60K - $80K,Blue,Scotland,25,6,3,2,6053.0,2001,4052.0,2208.0,59,0.331
2309,770985633,Existing Customer,39,M,2,Unknown,Married,$40K - $60K,Blue,Scotland,26,6,1,2,5510.0,2027,3483.0,1980.0,42,0.368
2310,780094008,Existing Customer,55,M,3,Doctorate,Married,$120K +,Blue,Scotland,40,4,3,1,12875.0,1119,11756.0,1624.0,40,0.087
2311,716420358,Existing Customer,41,F,2,High School,Married,$40K - $60K,Blue,Scotland,36,5,2,4,2602.0,1490,1112.0,3151.0,78,0.573
2312,825756333,Existing Customer,78,F,0,Uneducated,Married,Less than $40K,Blue,Scotland,51,4,3,1,2041.0,1885,156.0,2118.0,48,0.924
2313,755273658,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,Wales,45,3,3,3,2548.0,1683,865.0,2055.0,54,0.661
2314,709096908,Existing Customer,57,M,2,Graduate,Married,$120K +,Blue,Wales,49,6,3,1,4698.0,984,3714.0,1865.0,35,0.209
2315,714840858,Existing Customer,40,F,3,High School,Unknown,Less than $40K,Blue,Wales,31,5,2,4,2222.0,1551,671.0,3302.0,65,0.698
2316,721205508,Existing Customer,47,M,4,High School,Married,$80K - $120K,Blue,Northern Ireland,36,3,3,4,8217.0,0,8217.0,1848.0,56,0.0
2317,786493908,Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Silver,Northern Ireland,36,4,3,3,10091.0,0,10091.0,3347.0,64,0.0
2318,803963808,Existing Customer,39,M,3,Graduate,Single,$80K - $120K,Blue,Northern Ireland,34,4,3,5,19074.0,0,19074.0,3762.0,74,0.0
2319,806170158,Existing Customer,39,M,4,Graduate,Single,$60K - $80K,Gold,England,34,3,3,2,23720.799999999996,542,21964.6,3899.0,78,0.016
